X1	Y1	Z1	T1	VX1	VY1	DEM_ID1	X2	Y2	Z2	T2	VX2	VY2	DEM_ID2
-811810.6596	922876.1426	78.457849	2016.767123	-670.575	1091.67	5	-811956.9058	923076.4323	68.694035	2016.969863	-739.422	1032.99	6
-800256.4563	903022.3643	85.161896	2016.767123	-654.048	714.553	5	-800384.3518	903175.1498	74.917586	2016.969863	-693.045	752.963	6
-811019.1168	925450.5866	70.700508	2016.969863	0	0	6	-811013.118	925450.4671	75.214177	2016.969863	0	0	7
-839722.6567	958813.9807	52.115152	2016.969863	0	0	6	-839730.5243	958815.43	57.598962	2016.969863	0	0	7
-858481.0274	980396.0943	37.167652	2016.969863	0	0	6	-858481.8258	980397.928	42.253062	2016.969863	0	0	7
-846099.4788	995109.9131	51.924876	2016.969863	-653	1242	7	-846130.1412	995160.6227	52.501054	2017.010959	-653	1242	8
-823115.6511	967367.7258	64.334576	2016.969863	-731.704	1031.33	7	-823141.5019	967413.6686	65.293545	2017.010959	-730.537	1033.53	8
-795646.6621	933600.4885	73.098511	2016.969863	-588.413	773.745	7	-795661.5442	933619.3168	74.172889	2017.010959	-588.443	773.981	8
-785304.3573	922311.8971	74.178669	2016.969863	-630.205	706.615	7	-785324.5331	922343.8134	75.439068	2017.010959	-624.407	709.453	8
-821597.1939	994351.2214	63.978502	2017.010959	-612.31	1088.24	8	-821484.6395	994134.5655	64.924483	2016.819178	-614.896	1053	9
-798989.7554	967381.7824	65.933674	2017.010959	-673.882	963.839	8	-798851.8789	967182.5903	66.980076	2016.819178	-662.055	947.919	9
-793491.0442	960558.2939	68.723673	2017.010959	-664.298	896.044	8	-793354.1824	960373.4701	69.700027	2016.819178	-658.871	886.544	9
-782658.1347	948530.7919	73.372839	2017.010959	-664.464	798.262	8	-782537.8752	948379.1373	74.366084	2016.819178	-676.258	806.928	9
-813398.7943	1014563.76	41.499809	2016.819178	0	0	9	-813394.8478	1014556.801	41.005742	2016.819178	0	0	10
-791921.6843	986451.9904	64.256919	2016.819178	0	0	9	-791917.6222	986445.0985	64.493762	2016.819178	0	0	10
-775819.7521	968991.9599	72.224009	2016.819178	0	0	9	-775818.4914	968990.4073	73.017545	2016.819178	0	0	10
-768483.4442	958433.9136	75.392282	2016.819178	0	0	9	-768488.479	958440.1306	76.491654	2016.819178	0	0	10
-788896.4982	1011619.65	59.300889	2016.819178	-385.759	945.988	10	-788951.2175	1011755.009	53.625447	2016.950685	-395.125	969.072	11
-785397.8966	994442.9762	70.501434	2016.819178	-478.659	905.774	10	-785457.4256	994554.0271	65.031919	2016.950685	-482.171	907.598	11
-773118.6734	982985.0601	70.781333	2016.819178	-487.073	777.833	10	-773180.3773	983083.2875	65.467555	2016.950685	-498.585	772.261	11
-758562.6946	968022.4355	72.54038	2016.819178	-470.991	678.395	10	-758618.5302	968102.9736	67.542321	2016.950685	-466.402	670.806	11
-781813.6702	1016047.121	56.083987	2016.950685	-331.838	881.581	11	-781824.4636	1016075.112	57.882119	2016.972603	-333.892	883.348	12
-773892.6456	1002126.598	61.940287	2016.950685	-417.249	842.901	11	-773903.1057	1002146.686	62.76911	2016.972603	-416.587	843.184	12
-765780.8437	988856.7377	66.804065	2016.950685	-496.666	787.117	11	-765798.7281	988885.6539	66.841118	2016.972603	-497.365	787.723	12
-754663.7257	974187.7867	67.956727	2016.950685	-406.3	616.042	11	-754672.7675	974200.9869	67.862562	2016.972603	-406.461	616.601	12
-775543.1078	1021588.845	56.902518	2016.972603	-324.933	908.193	12	-775476.3774	1021400.306	60.326645	2016.761644	-326.512	934.372	13
-764053.0142	1008241.193	63.958373	2016.972603	-336.562	742.959	12	-763981.6645	1008084.69	68.449049	2016.761644	-345.542	753.154	13
-749780.9376	986104.6116	70.114276	2016.972603	-417.293	635.646	12	-749694.0721	985972.6333	75.763969	2016.761644	-418.211	626.531	13
-735435.0794	966554.189	70.72947	2016.972603	-414.157	536.214	12	-735347.1092	966445.2814	77.79325	2016.761644	-430.303	533.552	13
-760351.6693	1027170.194	50.475294	2016.761644	-213.689	719.264	13	-760369.4198	1027227.508	48.907943	2016.835616	-216.668	717.457	14
-750773.5186	1013252.65	52.006279	2016.761644	-207.97	513.188	13	-750787.5044	1013287.982	50.419605	2016.835616	-58.2789	94.8179	14
-727119.8013	985862.5406	67.547392	2016.761644	-11.0856	-0.081217	13	-727122.4713	985864.9106	65.397551	2016.835616	-57.217	46.4232	14
-715190.7913	966549.74	73.990844	2016.761644	-165.399	149.953	13	-715186.0123	966553.3678	71.514667	2016.835616	-166.081	149.776	14
